publisher_name,keyword,match_type,campaign,keyword_group,category,search_engine_bid,clicks,click_charges,impressions,avg_pos,revenue,booking,cpc_avg,conversion_rate,cpa,ctr,roas,sale_probability,ctr_calc,cpc_calc,cvr_calc,cpa_calc,roas_calc
Google - Global,flights to france,Broad,Air France Global Campaign,France,france,6.25,911,2533.2499949499997,43629,1.84023929038025,8634.3,3,2.78073545,0.003293084522502744,844.4166649833332,0.02088060693575374,3.408388440624637,6.87616035205941e-05,0.02088060693575374,2.78073545,0.003293084522502744,844.4166649833332,3.408388440624637
Google - Global,paris airfare,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,628,1432.7249933,4020,1.61296019900498,4749.8,6,2.281409225,0.009554140127388535,238.78749888333334,0.1562189054726368,3.3152210104604727,0.0014925373134328356,0.1562189054726368,2.281409225,0.009554140127388535,238.78749888333334,3.3152210104604727
Overture - US,athens,Advanced,Unassigned,Unassigned,athens,0.7125,653,440.1874959,287973,2.0004830313953,1453.5,1,0.6741003,0.0015313935681470138,440.1874959,0.0022675736961451248,3.3020020185448438,3.4725477735759953e-06,0.0022675736961451248,0.6741003,0.0015313935681470138,440.1874959,3.3020020185448438
Google - US,flight to spain,Broad,Google_Yearlong 2006,Google|Spain,flight,6.25,156,390.63749985000004,1987,2.15777554101661,1275.0,1,2.5040865375,0.00641025641025641,390.63749985000004,0.07851031706089583,3.2638955565955245,0.0005032712632108706,0.07851031706089583,2.5040865375,0.00641025641025641,390.63749985000004,3.2638955565955245
Yahoo - US,airline ticket,Advanced,General Terms,General Terms,uncategorized,6.25,518,606.4749957,144298,3.57041310343872,1977.95,1,1.17080115,0.0019305019305019305,606.4749957,0.003589793344329097,3.2613875494026408,6.930102981330303e-06,0.003589793344329097,1.17080115,0.0019305019305019305,606.4749957,3.2613875494026408
Google - US,paris airlines,Broad,Paris & France Terms,Paris,uncategorized,10.0,571,1781.1749946625002,12481,1.5193654354619,5776.6,4,3.1193957875000002,0.0070052539404553416,445.29374866562506,0.045749539299735596,3.2431400717561494,0.0003204871404534893,0.045749539299735596,3.1193957875000002,0.0070052539404553416,445.29374866562506,3.2431400717561494
Google - Global,paris ticket,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,35,94.04999975,488,1.64549180327869,300.05,1,2.68714285,0.02857142857142857,94.04999975,0.07172131147540983,3.1903243040678477,0.002049180327868852,0.07172131147540983,2.68714285,0.02857142857142857,94.04999975,3.1903243040678477
Google - US,france tickets,Broad,Geo Targeted New York,New York to France Sale,uncategorized,6.25,70,224.39999925,2087,1.793981792046,705.5,1,3.205714275,0.014285714285714285,224.39999925,0.033540967896502155,3.1439394044472126,0.00047915668423574505,0.033540967896502155,3.205714275,0.014285714285714285,224.39999925,3.1439394044472126
Google - Global,paris cheap flights,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,314,704.6874978,2321,1.6569151227919,2201.5,2,2.2442276999999997,0.006369426751592357,352.3437489,0.13528651443343387,3.124079832369633,0.0008616975441619992,0.13528651443343387,2.2442276999999997,0.006369426751592357,352.3437489,3.124079832369633
Overture - US,airfare special,Standard,Unassigned,Unassigned,airfaregeneral,1.325,913,1106.4874907624999,90420,2.8414399469144,3388.95,1,1.2119249625,0.001095290251916758,1106.4874907624999,0.010097323600973237,3.0628001023894225,1.1059500110595001e-05,0.010097323600973237,1.2119249625,0.001095290251916758,1106.4874907624999,3.0628001023894225
Google - Global,french airlines,Broad,Air France Global Campaign,Air France,airfrance,5.0,370,1068.862498125,38742,1.69793763873832,3207.9,3,2.8888175625,0.008108108108108109,356.287499375,0.009550358783748903,3.001227946183258,7.743534148985597e-05,0.009550358783748903,2.8888175625,0.008108108108108109,356.287499375,3.001227946183258
Google - Global,paris fares,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,167,457.5124986,1298,1.56032357473035,1367.65,2,2.7395958,0.011976047904191617,228.7562493,0.12865947611710324,2.9893172409170115,0.0015408320493066256,0.12865947611710324,2.7395958,0.011976047904191617,228.7562493,2.9893172409170115
Google - US,france airfare,Broad,Paris & France Terms,France,uncategorized,10.0,683,2195.8249966375,5310,1.20844444444444,6447.25,3,3.2149707125,0.004392386530014641,731.9416655458334,0.12862523540489643,2.9361401796011846,0.0005649717514124294,0.12862523540489643,3.2149707125,0.004392386530014641,731.9416655458334,2.9361401796011846
Google - Global,paris cheap flights,Broad,Air France Global Campaign,Paris,paris,1.25,967,1059.58749405,38390,1.30734566293306,3092.3,4,1.09574715,0.004136504653567736,264.8968735125,0.02518885126334983,2.918399865385803,0.0001041938004688721,0.02518885126334983,1.09574715,0.004136504653567736,264.8968735125,2.918399865385803
Overture - US,air flight,Standard,Unassigned,Unassigned,airgeneral,1.1625,1201,1335.5124954125001,290767,2.49966399213116,3861.55,3,1.1120004125,0.002497918401332223,445.1708318041667,0.004130454969098969,2.8914368178990957,1.0317539473186434e-05,0.004130454969098969,1.1120004125,0.002497918401332223,445.1708318041667,2.8914368178990957
Overture - US,flight to athens,Advanced,Unassigned,Unassigned,flight,1.075,1178,1364.537492725,55974,1.44368278129131,3914.25,4,1.1583510125,0.003395585738539898,341.13437318125,0.021045485403937542,2.868554378951647,7.14617500982599e-05,0.021045485403937542,1.1583510125,0.003395585738539898,341.13437318125,2.868554378951647
Overture - Global,paris trip,Advanced,Unassigned,Unassigned,paris,1.2625,509,1164.9249941625,26315,1.35767813034391,3264.0,1,2.2886542125,0.0019646365422396855,1164.9249941625,0.019342580277408324,2.801897131880657,3.800114003420103e-05,0.019342580277408324,2.2886542125,0.0019646365422396855,1164.9249941625,2.801897131880657
Google - Global,paris fare,Broad,Air France Global Campaign,Paris,paris,2.5,168,270.53749799999997,6048,1.96917989417989,756.5,1,1.6103422499999998,0.005952380952380952,270.53749799999997,0.027777777777777776,2.7962851937072326,0.00016534391534391533,0.027777777777777776,1.6103422499999998,0.005952380952380952,270.53749799999997,2.7962851937072326
Google - US,france airline,Broad,Geo Targeted New York,New York to France Sale,uncategorized,6.25,77,141.93749955,1319,1.22609552691433,387.6,1,1.84334415,0.012987012987012988,141.93749955,0.058377558756633814,2.730779400995866,0.0007581501137225172,0.058377558756633814,1.84334415,0.012987012987012988,141.93749955,2.730779400995866
Overture - US,india flights,Standard,Unassigned,Unassigned,india,0.5375,493,275.6499992375,13720,2.05760932944606,726.75,1,0.5591277875,0.002028397565922921,275.6499992375,0.035932944606414,2.636495563251688,7.28862973760933e-05,0.035932944606414,0.5591277875,0.002028397565922921,275.6499992375,2.636495563251688
Google - US,flights to spain,Broad,Western Europe Destinations,Spain,uncategorized,6.25,1444,3949.96249035,14923,1.4949949742009,10378.5,8,2.7354310875,0.00554016620498615,493.74531129375,0.09676338537827514,2.627493305406143,0.0005360852375527709,0.09676338537827514,2.7354310875,0.00554016620498615,493.74531129375,2.627493305406143
Google - US,air france uk,Broad,Air France Branded,Air France Website,uncategorized,10.0,59,159.76249952499998,766,1.03915143603133,417.35,1,2.7078389749999996,0.01694915254237288,159.76249952499998,0.07702349869451697,2.6123151630755013,0.0013054830287206266,0.07702349869451697,2.7078389749999996,0.01694915254237288,159.76249952499998,2.6123151630755013
Google - US,paris flights,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,6.25,53,104.53749945,1016,2.44029527559055,269.45,2,1.97240565,0.03773584905660377,52.268749725,0.05216535433070866,2.5775439571220775,0.001968503937007874,0.05216535433070866,1.97240565,0.03773584905660377,52.268749725,2.5775439571220775
Overture - Global,ticket paris,Advanced,Unassigned,Unassigned,paris,0.6875,120,86.4874995,15070,2.60929661579297,222.7,1,0.7207291625,0.008333333333333333,86.4874995,0.007962840079628402,2.574938589824764,6.635700066357002e-05,0.007962840079628402,0.7207291625,0.008333333333333333,86.4874995,2.574938589824764
Overture - US,europe travel,Standard,Unassigned,Unassigned,europe2,6.2625,5873,9668.574983725,4132197,1.07177968523766,24824.25,14,1.6462753250000002,0.0023837902264600714,690.6124988375001,0.0014212778335592421,2.5675190027265002,3.3880282087228654e-06,0.0014212778335592421,1.6462753250000002,0.0023837902264600714,690.6124988375001,2.5675190027265002
MSN - Global,flights to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,0.0,174,253.78749989999997,6152,1.63746749024707,644.3,1,1.45854885,0.005747126436781609,253.78749989999997,0.028283485045513652,2.5387381185199187,0.0001625487646293888,0.028283485045513652,1.45854885,0.005747126436781609,253.78749989999997,2.5387381185199187
Google - Global,france airfares,Broad,Air France Global Campaign,France,france,5.0,235,680.7749985625,6871,2.54891573278999,1709.35,1,2.8969148875,0.00425531914893617,680.7749985625,0.03420171736282928,2.5108883311070502,0.00014553922282055013,0.03420171736282928,2.8969148875,0.00425531914893617,680.7749985625,2.5108883311070502
Overture - US,european flight,Advanced,Unassigned,Unassigned,discount,4.45,1220,1011.6749960000001,20090,1.73134395221503,2538.95,3,0.8292418,0.002459016393442623,337.2249986666667,0.06072672971627675,2.5096498480624696,0.00014932802389248383,0.06072672971627675,0.8292418,0.002459016393442623,337.2249986666667,2.5096498480624696
Google - Global,paris flight,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,286,539.3499969,3328,1.52947716346154,1335.35,3,1.8858391499999998,0.01048951048951049,179.78333229999998,0.0859375,2.4758505750906403,0.0009014423076923077,0.0859375,1.8858391499999998,0.01048951048951049,179.78333229999998,2.4758505750906403
Google - Global,travel to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,688,2176.749999,8961,1.75482647026002,5273.4,7,3.1638808125,0.010174418604651164,310.9642855714286,0.07677714540787858,2.4226025048455733,0.0007811628166499275,0.07677714540787858,3.1638808125,0.010174418604651164,310.9642855714286,2.4226025048455733
Google - Global,paris cheap tickets,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,362,720.98749935,3092,2.56688227684347,1737.4,2,1.991678175,0.0055248618784530384,360.493749675,0.11707632600258733,2.409750517958131,0.000646830530401035,0.11707632600258733,1.991678175,0.0055248618784530384,360.493749675,2.409750517958131
Google - US,france flight,Broad,Geo Targeted New York,New York to France Sale,uncategorized,6.25,107,314.39999925000006,2912,1.80424107142857,756.5,2,2.9383177500000004,0.018691588785046728,157.19999962500003,0.036744505494505496,2.40617048920047,0.0006868131868131868,0.036744505494505496,2.9383177500000004,0.018691588785046728,157.19999962500003,2.40617048920047
Google - US,airfrance.com/us,Broad,Air France Branded,Air France Website,uncategorized,10.0,141,104.9624991375,296,1.01013513513514,249.05,1,0.7444148875000001,0.0070921985815602835,104.9624991375,0.47635135135135137,2.3727521928926882,0.0033783783783783786,0.47635135135135137,0.7444148875000001,0.0070921985815602835,104.9624991375,2.3727521928926882
Google - Global,france airlines,Broad,Air France Brand & French Destinations,France,uncategorized,5.0,52,135.525,1181,1.40262489415749,319.6,1,2.60625,0.019230769230769232,135.525,0.04403048264182896,2.3582364877328907,0.0008467400508044031,0.04403048264182896,2.60625,0.019230769230769232,135.525,2.3582364877328907
Google - US,nice airlines,Broad,French Destinations,Nice,uncategorized,10.0,36,62.01249975,848,1.89412735849057,146.2,1,1.7225694375,0.027777777777777776,62.01249975,0.04245283018867924,2.3575892052311596,0.0011792452830188679,0.04245283018867924,1.7225694375,0.027777777777777776,62.01249975,2.3575892052311596
Overture - Global,cheap ticket to paris,Advanced,Unassigned,Unassigned,ticket,1.15,209,227.4624983125,2269,1.75156456588806,507.45,1,1.0883373125,0.004784688995215311,227.4624983125,0.09211106214191274,2.230917200701974,0.00044072278536800354,0.09211106214191274,1.0883373125,0.004784688995215311,227.4624983125,2.230917200701974
Yahoo - US,france travel,Standard,Paris & France Terms,France,uncategorized,6.25,746,919.949995375,49960,1.0285014011209,2045.1,2,1.2331769375,0.002680965147453083,459.9749976875,0.014931945556445156,2.223055612024167,4.00320256204964e-05,0.014931945556445156,1.2331769375,0.002680965147453083,459.9749976875,2.223055612024167
Overture - US,vacation in greece,Advanced,Unassigned,Unassigned,greece,1.4,447,567.3874983375,75151,2.60752351931445,1203.6,1,1.2693232625,0.0022371364653243847,567.3874983375,0.005948024643717316,2.12130158582391,1.330654282710809e-05,0.005948024643717316,1.2693232625,0.0022371364653243847,567.3874983375,2.12130158582391
Google - US,flights to marseille,Broad,French Destinations,Marseille,uncategorized,10.0,152,319.69999830000006,866,1.05080831408776,671.5,1,2.1032894625000003,0.006578947368421052,319.69999830000006,0.17551963048498845,2.1004066423856464,0.0011547344110854503,0.17551963048498845,2.1032894625000003,0.006578947368421052,319.69999830000006,2.1004066423856464
Google - US,europe travel,Broad,Google_Yearlong 2006,Google|Europe,europe2,6.25,867,2820.8499910124997,44091,1.88444580526638,5877.75,1,3.2535755374999997,0.0011534025374855825,2820.8499910124997,0.019663876981696946,2.083680457566719,2.2680365607493597e-05,0.019663876981696946,3.2535755374999997,0.0011534025374855825,2820.8499910124997,2.083680457566719
Google - Global,paris flight,Broad,Air France Global Campaign,Paris,paris,5.0,497,750.724998275,33456,2.4238043998087,1495.15,2,1.510513075,0.004024144869215292,375.3624991375,0.01485533237685318,1.991608116734522,5.9780009564801534e-05,0.01485533237685318,1.510513075,0.004024144869215292,375.3624991375,1.991608116734522
Overture - US,airline ticket,Standard,Unassigned,Unassigned,airline,7.5,34012,43256.937342850004,4492536,2.98370132148079,84199.3,55,1.2718139875,0.0016170763260025874,786.48976987,0.007570779622021949,1.9464924049672097,1.224252849615451e-05,0.007570779622021949,1.2718139875,0.0016170763260025874,786.48976987,1.9464924049672097
Google - US,flights to france,Broad,Paris & France Terms,France,uncategorized,10.0,1498,5671.11248375,24108,1.58878670980587,10943.75,7,3.7857893750000002,0.004672897196261682,810.15892625,0.062137049941927994,1.9297360141168438,0.00029036004645760743,0.062137049941927994,3.7857893750000002,0.004672897196261682,810.15892625,1.9297360141168438
Google - Global,air france airlines,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,5.0,153,169.08749865000001,1172,1.37064846416382,324.7,1,1.10514705,0.006535947712418301,169.08749865000001,0.13054607508532423,1.9203075484137808,0.0008532423208191126,0.13054607508532423,1.10514705,0.006535947712418301,169.08749865000001,1.9203075484137808
Google - Global,france plane tickets,Broad,Air France Global Campaign,France,france,6.25,70,237.46249975,1368,3.21125730994152,455.6,1,3.392321425,0.014285714285714285,237.46249975,0.05116959064327485,1.9186187312929608,0.0007309941520467836,0.05116959064327485,3.392321425,0.014285714285714285,237.46249975,1.9186187312929608
Google - US,fly to nice,Broad,French Destinations,Nice,uncategorized,10.0,87,153.84999960000002,664,1.14293674698795,290.7,2,1.7683908000000002,0.022988505747126436,76.92499980000001,0.13102409638554216,1.8895027673435234,0.003012048192771084,0.13102409638554216,1.7683908000000002,0.022988505747126436,76.92499980000001,1.8895027673435234
Yahoo - US,cheap international flight,Advanced,Geo Targeted New York,Cheap International New York,uncategorized,6.25,99,448.2624997125,3245,1.31291217257319,834.7,1,4.5279040375,0.010101010101010102,448.2624997125,0.030508474576271188,1.8620785823827504,0.0003081664098613252,0.030508474576271188,4.5279040375,0.010101010101010102,448.2624997125,1.8620785823827504
Overture - Global,airline ticket,Standard,Unassigned,Unassigned,airline,7.5,11555,20415.7499708125,4004689,1.04802879824126,37906.6,21,1.7668325375,0.0018173950670705321,972.1785700386905,0.0028853676277983136,1.856733162102465,5.243852893445658e-06,0.0028853676277983136,1.7668325375,0.0018173950670705321,972.1785700386905,1.856733162102465
Overture - US,flight to paris,Standard,Unassigned,Unassigned,paris,4.45,1676,2549.4124973,96748,1.40590296440236,4730.25,9,1.5211291749999998,0.0053699284009546535,283.2680552555555,0.017323355521561168,1.8554274779031068,9.302517881506593e-05,0.017323355521561168,1.5211291749999998,0.0053699284009546535,283.2680552555555,1.8554274779031068
Google - US,nice flights,Broad,French Destinations,Nice,uncategorized,10.0,181,384.4624982,1859,1.1589349112426,710.6,2,2.1241022000000003,0.011049723756906077,192.2312491,0.0973641742872512,1.848294705795573,0.0010758472296933835,0.0973641742872512,2.1241022000000003,0.011049723756906077,192.2312491,1.848294705795573
Google - US,france airline,Broad,Paris & France Terms,France,uncategorized,10.0,104,238.7749988,3306,1.24346944948578,426.7,2,2.29591345,0.019230769230769232,119.3874994,0.03145795523290986,1.7870380154724976,0.0006049606775559589,0.03145795523290986,2.29591345,0.019230769230769232,119.3874994,1.7870380154724976
Google - US,paris flight,Broad,Paris & France Terms,Paris,uncategorized,10.0,731,1906.6249933749998,10474,1.24772006874165,3397.45,3,2.608242125,0.004103967168262654,635.5416644583332,0.0697918655718923,1.781918317343583,0.0002864235249188467,0.0697918655718923,2.608242125,0.004103967168262654,635.5416644583332,1.781918317343583
Google - US,france cheap flights,Broad,Paris & France Terms,France,uncategorized,10.0,171,563.22499995,2477,1.2932983447719,962.2,2,3.29371345,0.011695906432748537,281.612499975,0.06903512313282197,1.708375871251132,0.0008074283407347598,0.06903512313282197,3.29371345,0.011695906432748537,281.612499975,1.708375871251132
Google - US,rome travel,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,6.25,134,631.8249996249999,9351,2.16150144369586,1076.95,2,4.7151119375,0.014925373134328358,315.91249981249996,0.01433001817987381,1.704506786909651,0.00021388086835632552,0.01433001817987381,4.7151119375,0.014925373134328358,315.91249981249996,1.704506786909651
Google - Global,france travel,Broad,Air France Global Campaign,France,france,8.75,1792,8485.537491199999,205674,1.77713614749555,14024.15,14,4.735232975,0.0078125,606.1098208,0.008712817371179633,1.6527120426424216,6.806888571234089e-05,0.008712817371179633,4.735232975,0.0078125,606.1098208,1.6527120426424216
Google - US,france flights,Broad,Geo Targeted New York,New York to France Sale,uncategorized,6.25,146,464.187499875,5723,1.51570330246374,764.15,2,3.1793664375,0.0136986301369863,232.0937499375,0.025511095579241656,1.6462097755880463,0.00034946706272933774,0.025511095579241656,3.1793664375,0.0136986301369863,232.0937499375,1.6462097755880463
Google - US,flight to paris,Broad,Air France Branded,Air France Website,uncategorized,12.5,12456,33735.94997760001,119031,1.63421293612588,55109.75,62,2.708409600000001,0.00497752087347463,544.1282254451614,0.10464500844317867,1.6335615281796352,0.0005208727138308508,0.10464500844317867,2.708409600000001,0.00497752087347463,544.1282254451614,1.6335615281796352
Google - US,france cheap tickets,Broad,Paris & France Terms,France,uncategorized,10.0,799,2897.7499991,6297,1.25981102112117,4682.65,5,3.6267209,0.006257822277847309,579.54999982,0.12688581864379864,1.6159606596339795,0.0007940289026520565,0.12688581864379864,3.6267209,0.006257822277847309,579.54999982,1.6159606596339795
Google - Global,paris travel,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,1190,4232.287493875,20492,1.64968768299824,6743.9,6,3.5565441125,0.005042016806722689,705.3812489791667,0.05807144251415186,1.5934409015833222,0.0002927971891469842,0.05807144251415186,3.5565441125,0.005042016806722689,705.3812489791667,1.5934409015833222
Google - Global,paris airfares,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,135,338.03749912499995,948,1.79398734177215,528.7,1,2.503981475,0.007407407407407408,338.03749912499995,0.14240506329113925,1.5640276637015844,0.0010548523206751056,0.14240506329113925,2.503981475,0.007407407407407408,338.03749912499995,1.5640276637015844
Google - Global,paris tickets,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,324,1059.3999962999999,6338,1.56874408330704,1611.6,3,3.2697530749999997,0.009259259259259259,353.13333209999996,0.05112022720100978,1.5212384421640384,0.00047333543704638684,0.05112022720100978,3.2697530749999997,0.009259259259259259,353.13333209999996,1.5212384421640384
Google - Global,travel to paris,Broad,Air France Global Campaign,Paris,paris,8.75,391,1213.33749545,12248,2.05518451992162,1799.45,1,3.10316495,0.0025575447570332483,1213.33749545,0.031923579359895496,1.483058099455357,8.164598301763555e-05,0.031923579359895496,3.10316495,0.0025575447570332483,1213.33749545,1.483058099455357
Overture - US,international flight,Advanced,Unassigned,Unassigned,flight,7.5,2130,2665.199988,348506,1.19683334002858,3909.15,3,1.2512676,0.0014084507042253522,888.399996,0.006111802953177277,1.4667379624796848,8.608173173489123e-06,0.006111802953177277,1.2512676,0.0014084507042253522,888.399996,1.4667379624796848
Overture - US,cheap flight to europe,Advanced,Unassigned,Unassigned,europe,1.2625,2915,3349.76248475,117937,1.78074989189143,4911.3,6,1.14914665,0.002058319039451115,558.2937474583333,0.024716585973867403,1.4661636526049222,5.0874619500241654e-05,0.024716585973867403,1.14914665,0.002058319039451115,558.2937474583333,1.4661636526049222
Google - Global,france flights,Broad,Air France Global Campaign,France,france,5.0,751,2398.6999986125,85535,1.82715379669141,3512.2,4,3.1940079875,0.005326231691078562,599.674999653125,0.008780031566025604,1.4642097811446162,4.676448237563571e-05,0.008780031566025604,3.1940079875,0.005326231691078562,599.674999653125,1.4642097811446162
Yahoo - US,paris travel,Standard,Paris & France Terms,Paris,uncategorized,6.25,670,1933.724997375,28685,1.12404810876765,2718.3,2,2.8861567125,0.0029850746268656717,966.8624986875,0.023357155307652082,1.4057324612807136,6.972285166463308e-05,0.023357155307652082,2.8861567125,0.0029850746268656717,966.8624986875,1.4057324612807136
Google - Global,france cheap flights,Broad,Air France Brand & French Destinations,France,uncategorized,5.0,145,403.962499875,1200,1.6225,555.9,1,2.785948275,0.006896551724137931,403.962499875,0.12083333333333333,1.3761178331454398,0.0008333333333333333,0.12083333333333333,2.785948275,0.006896551724137931,403.962499875,1.3761178331454398
Google - US,athens flights,Broad,Google_Yearlong 2006,Google|Athens,uncategorized,6.25,453,912.9874966874999,9977,1.59927834018242,1246.95,1,2.0154249374999997,0.002207505518763797,912.9874966874999,0.0454044301894357,1.3657908838009092,0.00010023053021950485,0.0454044301894357,2.0154249374999997,0.002207505518763797,912.9874966874999,1.3657908838009092
Google - US,paris cheap tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,6.25,116,310.0249988,842,2.28776722090261,417.35,1,2.6726293,0.008620689655172414,310.0249988,0.1377672209026128,1.3461817647461274,0.001187648456057007,0.1377672209026128,2.6726293,0.008620689655172414,310.0249988,1.3461817647461274
Google - Global,fly to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,5.0,240,362.23749899999996,2032,1.29906496062992,486.2,1,1.5093229124999998,0.004166666666666667,362.23749899999996,0.11811023622047244,1.342213330597228,0.0004921259842519685,0.11811023622047244,1.5093229124999998,0.004166666666666667,362.23749899999996,1.342213330597228
Google - Global,flight to france,Broad,Air France Global Campaign,France,france,5.0,262,648.699997125,14447,2.31250086523154,865.3,1,2.4759541874999997,0.003816793893129771,648.699997125,0.018135252993701115,1.3338985722752557,6.92185228767218e-05,0.018135252993701115,2.4759541874999997,0.003816793893129771,648.699997125,1.3338985722752557
Google - Global,flight to france,Broad,Air France Brand & French Destinations,France,uncategorized,5.0,146,464.89999995,1583,2.11478205938092,600.1,1,3.184246575,0.00684931506849315,464.89999995,0.09222994314592546,1.29081522922035,0.0006317119393556538,0.09222994314592546,3.184246575,0.00684931506849315,464.89999995,1.29081522922035
Google - US,paris flights,Broad,Paris & France Terms,Paris,uncategorized,10.0,1246,3973.1749928500003,19784,1.31106247472705,4847.55,6,3.1887439750000004,0.004815409309791332,662.1958321416668,0.06298018600889607,1.2200695938949322,0.0003032753740396279,0.06298018600889607,3.1887439750000004,0.004815409309791332,662.1958321416668,1.2200695938949322
Google - US,flights to italy,Broad,Western Europe Destinations,Italy,uncategorized,0.0,919,1554.649991275,20112,4.72236028241846,1798.6,2,1.691675725,0.002176278563656148,777.3249956375,0.045694112967382655,1.1569163542238414,9.94431185361973e-05,0.045694112967382655,1.691675725,0.002176278563656148,777.3249956375,1.1569163542238414
Yahoo - US,paris flights,Standard,Paris & France Terms,Paris,uncategorized,6.25,920,1213.8749905,26749,1.0012191109948,1388.9,2,1.3194293375,0.002173913043478261,606.93749525,0.034393809114359415,1.144187013382578,7.476915024860742e-05,0.034393809114359415,1.3194293375,0.002173913043478261,606.93749525,1.144187013382578
Overture - US,flight to rome,Advanced,Unassigned,Unassigned,flight,4.45,3088,4350.5624978000005,104695,1.01807918238693,4890.9,4,1.4088609125000002,0.0012953367875647669,1087.6406244500001,0.029495200343855964,1.1241994575352585,3.8206218061989594e-05,0.029495200343855964,1.4088609125000002,0.0012953367875647669,1087.6406244500001,1.1241994575352585
Google - Global,france cheap flights,Broad,Air France Global Campaign,France,france,6.25,189,413.4499999875,17123,1.59705075045261,456.45,3,2.1875661375,0.015873015873015872,137.8166666625,0.011037785434795305,1.1040029024399565,0.00017520294340944928,0.011037785434795305,2.1875661375,0.015873015873015872,137.8166666625,1.1040029024399565
Google - US,flight to italy,Broad,Western Europe Destinations,Italy,uncategorized,0.0,417,689.2374961124999,8215,4.85921606816799,739.5,1,1.6528477124999998,0.002398081534772182,689.2374961124999,0.05076080340839927,1.0729247961275978,0.00012172854534388314,0.05076080340839927,1.6528477124999998,0.002398081534772182,689.2374961124999,1.0729247961275978
Overture - US,flight ticket,Standard,Unassigned,Unassigned,flightgeneral,8.75,2577,2379.3374964375002,128116,1.22246635861251,2529.6,2,0.9232974375000002,0.0007760962359332557,1189.6687482187501,0.02011458365855943,1.0631530851707598,1.561085266477255e-05,0.02011458365855943,0.9232974375000002,0.0007760962359332557,1189.6687482187501,1.0631530851707598
Google - Global,trip to paris,Broad,Air France Global Campaign,Paris,paris,8.75,124,340.01249965,3655,1.81556771545828,341.7,1,2.7420362875,0.008064516129032258,340.01249965,0.03392612859097127,1.0049630538634229,0.00027359781121751026,0.03392612859097127,2.7420362875,0.008064516129032258,340.01249965,1.0049630538634229
Overture - Global,france travel,Advanced,Unassigned,Unassigned,france,8.75,4672,5824.9374720000005,8342415,1.32921425031001,5774.9,5,1.246776,0.0010702054794520547,1164.9874944,0.0005600296796551119,0.9914097838405087,5.993468318226797e-07,0.0005600296796551119,1.246776,0.0010702054794520547,1164.9874944,0.9914097838405087
Google - US,flights to paris,Broad,Paris & France Terms,Paris,uncategorized,10.0,3866,9543.78746565,31972,1.35536844739147,8964.1,12,2.468646525,0.0031039834454216243,795.3156221375001,0.12091830351557613,0.9392602289461692,0.0003753284123608157,0.12091830351557613,2.468646525,0.0031039834454216243,795.3156221375001,0.9392602289461692
Google - US,paris travel,Broad,Paris & France Terms,Paris,uncategorized,10.0,2679,11837.7124698375,58444,1.49975446581343,10892.75,7,4.4187056625,0.0026129152668906306,1691.101781405357,0.045838751625487645,0.9201735578351591,0.00011977277393744438,0.045838751625487645,4.4187056625,0.0026129152668906306,1691.101781405357,0.9201735578351591
Google - US,air france italy,Broad,Air France Branded,Air France Website,uncategorized,15.0,20,81.6,347,1.04,73.1,1,4.08,0.05,81.6,0.05763688760806916,0.8958333333333334,0.0028818443804034585,0.05763688760806916,4.08,0.05,81.6,0.8958333333333334
Google - Global,travel to france,Broad,Air France Global Campaign,France,france,8.75,623,2958.0749986375,26033,2.44245380862751,2648.6,3,4.7481139625,0.004815409309791332,986.0249995458333,0.023931164291476202,0.8953795969405626,0.0001152383513233204,0.023931164291476202,4.7481139625,0.004815409309791332,986.0249995458333,0.8953795969405626
Overture - Global,france vacation,Advanced,Unassigned,Unassigned,france,8.75,1593,2543.949992025,705496,2.35876149545851,2261.0,4,1.596955425,0.0025109855618330196,635.98749800625,0.0022579858709333577,0.8887753324900187,5.669769920736618e-06,0.0022579858709333577,1.596955425,0.0025109855618330196,635.98749800625,0.8887753324900187
Google - Global,paris travel,Broad,Air France Global Campaign,Paris,paris,5.0,1568,4346.6999968,162900,1.71679435236341,3810.55,3,2.7721301,0.001913265306122449,1448.8999989333333,0.009625537139349294,0.8766535539156812,1.8416206261510128e-05,0.009625537139349294,2.7721301,0.001913265306122449,1448.8999989333333,0.8766535539156812
