publisher_name,keyword,match_type,campaign,keyword_group,category,search_engine_bid,clicks,click_charges,impressions,avg_pos,revenue,booking,cpc_avg,conversion_rate,cpa,ctr,roas,sale_probability,ctr_calc,cpc_calc,cvr_calc,cpa_calc,roas_calc
Overture - Global,airfare to tahiti,Standard,Unassigned,Unassigned,tahiti,10.0,6,12.274999949999998,102,4.16372549019608,1989.0,1,2.045833325,0.16666666666666666,12.274999949999998,0.058823529411764705,162.03666053782757,0.00980392156862745,0.058823529411764705,2.045833325,0.16666666666666666,12.274999949999998,162.03666053782757
Google - US,france flights,Broad,Geo Targeted DC,DC to France Sale,uncategorized,6.25,6,18.34999995,137,1.20262773722628,2810.1,3,3.058333325,0.5,6.11666665,0.043795620437956206,153.13896499492904,0.021897810218978103,0.043795620437956206,3.058333325,0.5,6.11666665,153.13896499492904
Google - US,international airfares,Broad,Geo Targeted Detroit,International Detroit,uncategorized,6.25,2,6.6,79,3.00506329113924,923.95,1,3.3,0.5,6.6,0.02531645569620253,139.99242424242425,0.012658227848101266,0.02531645569620253,3.3,0.5,6.6,139.99242424242425
Google - US,france air ticket,Broad,Geo Targeted New York,New York to France Sale,uncategorized,6.25,12,19.39999995,116,1.09405172413793,2706.4,4,1.6166666625000001,0.3333333333333333,4.8499999875,0.10344827586206896,139.5051549987246,0.034482758620689655,0.10344827586206896,1.6166666625000001,0.3333333333333333,4.8499999875,139.5051549987246
Overture - US,airfrance.com/us,Standard,Unassigned,Unassigned,airfrance,7.5,17,5.5874998625,98,0.959183673469388,778.6,1,0.3286764625,0.058823529411764705,5.5874998625,0.17346938775510204,139.34675958124018,0.01020408163265306,0.17346938775510204,0.3286764625,0.058823529411764705,5.5874998625,139.34675958124018
Google - US,paris cheap ticket,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,6.25,3,5.1375,18,1.83333333333333,676.6,1,1.7125000000000001,0.3333333333333333,5.1375,0.16666666666666666,131.69829683698296,0.05555555555555555,0.16666666666666666,1.7125000000000001,0.3333333333333333,5.1375,131.69829683698296
Google - US,paris cheap flights,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,6.25,21,43.387499925,174,1.3214367816092,5638.05,3,2.066071425,0.14285714285714285,14.462499975,0.1206896551724138,129.94641336205086,0.017241379310344827,0.1206896551724138,2.066071425,0.14285714285714285,14.462499975,129.94641336205086
Overture - US,tunis,Standard,Unassigned,Unassigned,regional,11.25,36,25.374999600000002,832,1.40745192307692,3254.65,3,0.7048611,0.08333333333333333,8.4583332,0.04326923076923077,128.2620709873824,0.0036057692307692305,0.04326923076923077,0.7048611,0.08333333333333333,8.4583332,128.2620709873824
Yahoo - US,france travel agency,Standard,Paris & France Terms,France,uncategorized,6.25,5,15.4375,167,1.23928143712575,1978.8,2,3.0875,0.4,7.71875,0.029940119760479042,128.18137651821863,0.011976047904191617,0.029940119760479042,3.0875,0.4,7.71875,128.18137651821863
Google - Global,air france airlines,Broad,Air France Global Campaign,Air France,airfrance,1.25,228,55.312497900000004,3747,1.41665332265813,6873.1,4,0.242598675,0.017543859649122806,13.828124475000001,0.06084867894315452,124.25943974589511,0.0010675206832132373,0.06084867894315452,0.242598675,0.017543859649122806,13.828124475000001,124.25943974589511
Google - Global,lyon airfare,Broad,Air France Global Campaign,Lyon,lyon,1.25,12,15.024999899999997,1030,1.30961165048544,1836.0,2,1.2520833249999999,0.16666666666666666,7.512499949999999,0.011650485436893204,122.19634024756301,0.001941747572815534,0.011650485436893204,1.2520833249999999,0.16666666666666666,7.512499949999999,122.19634024756301
Overture - Global,air france web site,Standard,Unassigned,Unassigned,airfrance,0.2875,17,5.387499962500001,752,2.2155585106383,637.5,1,0.3169117625,0.058823529411764705,5.387499962500001,0.022606382978723406,118.32946718094756,0.0013297872340425532,0.022606382978723406,0.3169117625,0.058823529411764705,5.387499962500001,118.32946718094756
Google - Global,cont:air france global campaign::france,,Air France Global Campaign,France,uncategorized,7.5,49,10.9999995875,4780,4.8444769874477,1296.25,1,0.22448978749999998,0.02040816326530612,10.9999995875,0.010251046025104602,117.84091350994335,0.00020920502092050208,0.010251046025104602,0.22448978749999998,0.02040816326530612,10.9999995875,117.84091350994335
Google - US,airfrance.com,Broad,Air France Branded,Air France Website,uncategorized,10.0,1260,365.79998700000004,6231,1.00517091959557,42538.25,32,0.29031745000000003,0.025396825396825397,11.431249593750001,0.20221473278767452,116.2882764126506,0.005135612261274273,0.20221473278767452,0.29031745000000003,0.025396825396825397,11.431249593750001,116.2882764126506
Yahoo - US,airfrance.us,Advanced,Air France Branded,Air France Website,uncategorized,7.5,242,87.57499932500001,1371,1.02013129102845,10140.5,14,0.36188016250000005,0.05785123966942149,6.255357094642858,0.1765134938001459,115.79217902551778,0.010211524434719184,0.1765134938001459,0.36188016250000005,0.05785123966942149,6.255357094642858,115.79217902551778
Google - US,book airfrance,Broad,Air France Branded,Air France Brand,uncategorized,10.0,4,6.0,43,1.09302325581395,671.5,1,1.5,0.25,6.0,0.09302325581395349,111.91666666666667,0.023255813953488372,0.09302325581395349,1.5,0.25,6.0,111.91666666666667
Google - Global,nice flight,Broad,Air France Global Campaign,Nice,nice,1.25,28,36.424999799999995,2356,1.54673174872666,3944.0,3,1.3008928499999999,0.10714285714285714,12.141666599999999,0.011884550084889643,108.27728268100088,0.0012733446519524617,0.011884550084889643,1.3008928499999999,0.10714285714285714,12.141666599999999,108.27728268100088
Google - US,airfrance.us,Broad,Air France Branded,Air France Website,uncategorized,10.0,25,6.95,132,1.0,751.4,1,0.278,0.04,6.95,0.1893939393939394,108.11510791366906,0.007575757575757576,0.1893939393939394,0.278,0.04,6.95,108.11510791366906
Yahoo - US,rome travel,Advanced,Western Europe Destinations,Rome,uncategorized,2.7,27,56.41249995,1051,2.86355851569933,5729.0,4,2.08935185,0.14814814814814814,14.1031249875,0.025689819219790674,101.55550640510127,0.0038058991436726924,0.025689819219790674,2.08935185,0.14814814814814814,14.1031249875,101.55550640510127
Google - US,rabat flights,Broad,Google_Yearlong 2006,Google|rabat,uncategorized,6.25,11,14.07499995,361,1.13795013850416,1402.5,1,1.27954545,0.09090909090909091,14.07499995,0.030470914127423823,99.64476056712171,0.002770083102493075,0.030470914127423823,1.27954545,0.09090909090909091,14.07499995,99.64476056712171
Yahoo - US,"airfrance,com",Advanced,Air France Branded,Air France Website,uncategorized,7.5,48,7.3125,298,1.0,718.25,1,0.15234375,0.020833333333333332,7.3125,0.1610738255033557,98.22222222222223,0.0033557046979865767,0.1610738255033557,0.15234375,0.020833333333333332,7.3125,98.22222222222223
Overture - Global,air france phone number,Standard,Unassigned,Unassigned,airfrance,0.125,65,9.712499874999999,1831,2.48164937192791,947.75,1,0.149423075,0.015384615384615385,9.712499874999999,0.0354997269251775,97.5804388362991,0.0005461496450027308,0.0354997269251775,0.149423075,0.015384615384615385,9.712499874999999,97.5804388362991
Overture - US,airline ticket to france,Standard,Unassigned,Unassigned,france,1.2625,14,10.262499975,225,2.10177777777778,991.1,1,0.7330357125000001,0.07142857142857142,10.262499975,0.06222222222222222,96.57490888325191,0.0044444444444444444,0.06222222222222222,0.7330357125000001,0.07142857142857142,10.262499975,96.57490888325191
Google - Global,airfrance com,Broad,Air France Global Campaign,Air France Website,airfrancewebsite,2.5,548,247.93749675,2919,1.46553614251456,23041.8,12,0.4524406875,0.021897810218978103,20.6614580625,0.18773552586502226,92.93390593208044,0.0041109969167523125,0.18773552586502226,0.4524406875,0.021897810218978103,20.6614580625,92.93390593208044
Overture - Global,new york to paris,Advanced,Unassigned,Unassigned,paris,0.725,39,24.4374999375,2364,3.6335448392555,2226.15,1,0.6266025625,0.02564102564102564,24.4374999375,0.01649746192893401,91.09565240689426,0.00042301184433164127,0.01649746192893401,0.6266025625,0.02564102564102564,24.4374999375,91.09565240689426
Google - US,cont:google_yearlong 2006::google|europe,,Google_Yearlong 2006,Google|Europe,uncategorized,7.5,112,31.6499988,157285,2.3088775153384,2882.35,1,0.282589275,0.008928571428571428,31.6499988,0.0007120831611406046,91.06951372143496,6.3578853673268265e-06,0.0007120831611406046,0.282589275,0.008928571428571428,31.6499988,91.06951372143496
Google - US,airfrance,Broad,Air France Branded,Air France Brand,uncategorized,27.5,11789,2412.512454275,78814,1.12948105666506,216915.75,218,0.204640975,0.018491814403257274,11.066570891169725,0.14958002385363006,89.91280008342456,0.0027660060395361227,0.14958002385363006,0.204640975,0.018491814403257274,11.066570891169725,89.91280008342456
Overture - Global,cheap travel france,Advanced,Unassigned,Unassigned,france,0.475,20,10.4,501,2.12155688622755,935.0,1,0.52,0.05,10.4,0.03992015968063872,89.90384615384615,0.0019960079840319364,0.03992015968063872,0.52,0.05,10.4,89.90384615384615
Google - US,paris flight,Broad,Geo Targeted Philadelphia,Philadelphia to Paris Sale,uncategorized,6.25,2,4.8875,38,1.70894736842105,434.35,1,2.44375,0.5,4.8875,0.05263157894736842,88.86956521739131,0.02631578947368421,0.05263157894736842,2.44375,0.5,4.8875,88.86956521739131
Overture - Global,airfrance.us,Advanced,Unassigned,Unassigned,airfrancewebsite,0.1375,207,34.87499775,1100,1.16954545454545,3035.35,4,0.16847825,0.01932367149758454,8.7187494375,0.18818181818181817,87.03513106319842,0.003636363636363636,0.18818181818181817,0.16847825,0.01932367149758454,8.7187494375,87.03513106319842
Google - US,airfrance airlines,Broad,Air France Branded,Air France Brand,uncategorized,0.35,116,59.34999930000001,776,1.30069587628866,5146.75,5,0.511637925,0.04310344827586207,11.869999860000002,0.14948453608247422,86.71861938842515,0.0064432989690721655,0.14948453608247422,0.511637925,0.04310344827586207,11.869999860000002,86.71861938842515
Google - US,florence cheap tickets,Broad,Geo Targeted New York,New York to Florence Sale,uncategorized,6.25,3,5.9749999875,6,2.0,490.45,1,1.9916666625000001,0.3333333333333333,5.9749999875,0.5,82.08368218009137,0.16666666666666666,0.5,1.9916666625000001,0.3333333333333333,5.9749999875,82.08368218009137
Yahoo - US,air france travel,Advanced,Air France Branded,Air France Brand,uncategorized,6.25,24,33.7875,1171,3.06952177625961,2772.7,1,1.4078125000000001,0.041666666666666664,33.7875,0.02049530315969257,82.062893081761,0.0008539709649871904,0.02049530315969257,1.4078125000000001,0.041666666666666664,33.7875,82.062893081761
Google - US,rome fare,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,6.25,14,20.112499925,310,1.49225806451613,1489.2,1,1.4366071375,0.07142857142857142,20.112499925,0.04516129032258064,74.04350555889437,0.003225806451612903,0.04516129032258064,1.4366071375,0.07142857142857142,20.112499925,74.04350555889437
Google - US,air france com,Broad,Air France Branded,Air France Website,uncategorized,15.0,6119,1905.862442675,15166,1.03887115917183,132065.35,117,0.311466325,0.019120771367870566,16.289422586965813,0.4034682843201899,69.2942717390652,0.007714624818673348,0.4034682843201899,0.311466325,0.019120771367870566,16.289422586965813,69.2942717390652
MSN - US,air travel in france,Broad,Air France Brand & French Destinations,France,uncategorized,0.0,2,7.5625,35,6.08457142857143,512.55,1,3.78125,0.5,7.5625,0.05714285714285714,67.77520661157024,0.02857142857142857,0.05714285714285714,3.78125,0.5,7.5625,67.77520661157024
Google - US,airfrance usa,Broad,Air France Branded,Air France Website,uncategorized,10.0,57,14.999999587500001,200,1.005,1008.95,1,0.2631578875,0.017543859649122806,14.999999587500001,0.285,67.26333518307504,0.004999999999999999,0.285,0.2631578875,0.017543859649122806,14.999999587500001,67.26333518307504
Google - US,france cheap tickets,Broad,Geo Targeted DC,DC to France Sale,uncategorized,6.25,3,7.3875,22,1.09,490.45,1,2.4625,0.3333333333333333,7.3875,0.13636363636363635,66.3891708967851,0.04545454545454545,0.13636363636363635,2.4625,0.3333333333333333,7.3875,66.3891708967851
Overture - Global,boston to paris,Advanced,Unassigned,Unassigned,paris,0.725,23,12.5874998,699,2.4997138769671,806.65,1,0.5472826,0.043478260869565216,12.5874998,0.032904148783977114,64.0834171055955,0.0014306151645207441,0.032904148783977114,0.5472826,0.043478260869565216,12.5874998,64.0834171055955
Google - US,paris ticket,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,6.25,6,14.724999975,97,1.25618556701031,940.95,1,2.4541666625,0.16666666666666666,14.724999975,0.061855670103092786,63.901528122073906,0.010309278350515464,0.061855670103092786,2.4541666625,0.16666666666666666,14.724999975,63.901528122073906
Google - Global,air france com,Broad,Air France Global Campaign,Air France Website,airfrancewebsite,0.0,661,202.79999711250002,2703,1.47584165741768,11950.15,10,0.30680786250000003,0.015128593040847202,20.279999711250003,0.24454310025897152,58.92578979363026,0.003699593044765076,0.24454310025897152,0.30680786250000003,0.015128593040847202,20.279999711250003,58.92578979363026
Overture - Global,cheap airline ticket to france,Advanced,Unassigned,Unassigned,france,0.3125,26,16.062499699999996,9279,2.39967668929842,935.0,1,0.6177884499999998,0.038461538461538464,16.062499699999996,0.0028020260803965943,58.21011781871039,0.00010777023386140749,0.0028020260803965943,0.6177884499999998,0.038461538461538464,16.062499699999996,58.21011781871039
Google - Global,air france com,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,5.0,568,263.1249989,1710,1.10941520467836,15011.0,13,0.46324823749999994,0.022887323943661973,20.24038453076923,0.3321637426900585,57.0489313548839,0.0076023391812865505,0.3321637426900585,0.46324823749999994,0.022887323943661973,20.24038453076923,57.0489313548839
Overture - Global,airfrance.com,Standard,Unassigned,Unassigned,airfrancewebsite,8.75,2010,574.249990125,37801,1.16389513504934,32613.65,36,0.2856965125,0.01791044776119403,15.951388614583331,0.0531731964762837,56.793470719783244,0.0009523557577841857,0.0531731964762837,0.2856965125,0.01791044776119403,15.951388614583331,56.793470719783244
Google - US,air france website,Broad,Air France Branded,Air France Website,uncategorized,0.3,187,66.56249806250001,899,1.14244716351502,3621.0,4,0.35594918750000004,0.0213903743315508,16.640624515625003,0.20800889877641823,54.400001583474214,0.004449388209121246,0.20800889877641823,0.35594918750000004,0.0213903743315508,16.640624515625003,54.400001583474214
Google - US,paris air fares,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,6.25,10,25.0125,41,1.19487804878049,1360.0,1,2.5012499999999998,0.1,25.0125,0.24390243902439024,54.3728135932034,0.024390243902439025,0.24390243902439024,2.5012499999999998,0.1,25.0125,54.3728135932034
Overture - US,europe ticket,Standard,Unassigned,Unassigned,europe2,0.8625,123,81.31249867499999,3325,2.17209022556391,4187.1,2,0.6610772249999999,0.016260162601626018,40.65624933749999,0.03699248120300752,51.493928586987934,0.0006015037593984963,0.03699248120300752,0.6610772249999999,0.016260162601626018,40.65624933749999,51.493928586987934
Google - US,paris air flight,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,6.25,4,8.4875,20,1.35,426.7,1,2.121875,0.25,8.4875,0.2,50.27393225331369,0.05,0.2,2.121875,0.25,8.4875,50.27393225331369
Google - US,paris airfares,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,6.25,21,50.1999999375,195,1.8745641025641,2450.55,2,2.3904761875,0.09523809523809523,25.09999996875,0.1076923076923077,48.815737112569394,0.010256410256410256,0.1076923076923077,2.3904761875,0.09523809523809523,25.09999996875,48.815737112569394
Google - Global,[air france],Exact,Air France Global Campaign,Air France,airfrance,1.25,11150,4886.099898125,107222,1.83120348435955,235965.95,178,0.4382152375,0.015964125560538115,27.44999942766854,0.10398985282871052,48.29331264605334,0.0016601070675794146,0.10398985282871052,0.4382152375,0.015964125560538115,27.44999942766854,48.29331264605334
Overture - Global,air france fr,Advanced,Unassigned,Unassigned,airfrancewebsite,7.5,60,16.74999975,3370,1.04014836795252,769.25,1,0.2791666625,0.016666666666666666,16.74999975,0.017804154302670624,45.9253738197817,0.0002967359050445104,0.017804154302670624,0.2791666625,0.016666666666666666,16.74999975,45.9253738197817
Google - US,airfrance com,Broad,Air France Branded,Air France Website,uncategorized,11.5,3853,1670.7374747000001,22668,1.05317187224281,76245.85,64,0.43361990000000006,0.016610433428497273,26.105273042187502,0.16997529557084878,45.63604465368852,0.002823363331568731,0.16997529557084878,0.43361990000000006,0.016610433428497273,26.105273042187502,45.63604465368852
Google - US,air france usa,Broad,Air France Branded,Air France Website,uncategorized,10.0,558,241.187499675,1602,1.03235330836454,10767.8,11,0.4322356625,0.01971326164874552,21.92613633409091,0.34831460674157305,44.64493398086386,0.00686641697877653,0.34831460674157305,0.4322356625,0.01971326164874552,21.92613633409091,44.64493398086386
Overture - Global,air france.com,Advanced,Unassigned,Unassigned,airfrancewebsite,8.75,681,130.27499355,7996,1.17761380690345,5767.25,7,0.19129955,0.010279001468428781,18.610713364285715,0.08516758379189594,44.269816047133475,0.0008754377188594296,0.08516758379189594,0.19129955,0.010279001468428781,18.610713364285715,44.269816047133475
Google - US,paris tickets,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,5.0,12,34.0875,538,1.6939405204461,1439.9,1,2.8406249999999997,0.08333333333333333,34.0875,0.022304832713754646,42.241290795746245,0.0018587360594795538,0.022304832713754646,2.8406249999999997,0.08333333333333333,34.0875,42.241290795746245
Google - US,paris cheap air tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,6.25,5,12.1125,7,1.0,494.7,1,2.4225000000000003,0.2,12.1125,0.7142857142857143,40.84210526315789,0.14285714285714288,0.7142857142857143,2.4225000000000003,0.2,12.1125,40.84210526315789
Google - Global,paris airline,Broad,Air France Global Campaign,Tour de France,uncategorized,6.25,16,27.425,1602,1.24082397003745,1098.2,1,1.7140625,0.0625,27.425,0.009987515605493134,40.043755697356424,0.0006242197253433209,0.009987515605493134,1.7140625,0.0625,27.425,40.043755697356424
Google - US,france airlines,Broad,Geo Targeted New York,New York to France Sale,uncategorized,6.25,119,286.29999965,4403,1.68077447195094,11301.6,9,2.40588235,0.07563025210084033,31.811111072222225,0.02702702702702703,39.474676960587274,0.0020440608675902795,0.02702702702702703,2.40588235,0.07563025210084033,31.811111072222225,39.474676960587274
Google - US,france air flight,Broad,Geo Targeted New York,New York to France Sale,uncategorized,6.25,55,41.39999943750001,776,1.04173969072165,1616.7,2,0.7527272625000001,0.03636363636363636,20.699999718750004,0.07087628865979381,39.05072516826166,0.002577319587628866,0.07087628865979381,0.7527272625000001,0.03636363636363636,20.699999718750004,39.05072516826166
Google - US,france air flight,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,6.25,9,12.42499995,67,1.13582089552239,483.65,1,1.38055555,0.1111111111111111,12.42499995,0.13432835820895522,38.92555347656158,0.014925373134328358,0.13432835820895522,1.38055555,0.1111111111111111,12.42499995,38.92555347656158
Google - US,[air france],Exact,Air France Branded,Air France Brand,uncategorized,27.5,30418,13336.812403850001,188409,1.26550695561252,515791.9,439,0.438451325,0.014432244066013544,30.37998269669704,0.16144664002250422,38.67430120341979,0.0023300373124426114,0.16144664002250422,0.438451325,0.014432244066013544,30.37998269669704,38.67430120341979
Google - US,airfrance tickets,Broad,Air France Branded,Air France Brand,uncategorized,0.925,33,29.262499612499997,241,1.19336099585062,1123.7,1,0.8867424125,0.030303030303030304,29.262499612499997,0.13692946058091288,38.40068397711286,0.004149377593360997,0.13692946058091288,0.8867424125,0.030303030303030304,29.262499612499997,38.40068397711286
Google - US,airfrance airline,Broad,Air France Branded,Air France Brand,uncategorized,0.2875,95,50.387498875,712,1.31195224719101,1887.0,1,0.530394725,0.010526315789473684,50.387498875,0.13342696629213482,37.449765162609495,0.0014044943820224719,0.13342696629213482,0.530394725,0.010526315789473684,50.387498875,37.449765162609495
Yahoo - US,international flight,Advanced,Geo Targeted Chicago,International Chicago,uncategorized,6.25,86,118.88749972500001,1215,1.31844444444444,4403.85,1,1.3824127875,0.011627906976744186,118.88749972500001,0.07078189300411522,37.04216179317922,0.0008230452674897118,0.07078189300411522,1.3824127875,0.011627906976744186,118.88749972500001,37.04216179317922
Google - Global,airfrance,Broad,Air France Global Campaign,Air France,airfrance,2.5,1383,998.38749255,23310,1.6499570999571,35357.45,37,0.72189985,0.02675343456254519,26.983445744594597,0.05933075933075933,35.414556235768615,0.0015873015873015873,0.05933075933075933,0.72189985,0.02675343456254519,26.983445744594597,35.414556235768615
Yahoo - US,airfrance.com,Advanced,Air France Branded,Air France Website,uncategorized,7.5,4023,3491.787490875,24934,1.27023582257159,121372.35,85,0.867956125,0.021128511061396966,41.07985283382353,0.16134595331675625,34.75937476641385,0.003408999759364723,0.16134595331675625,0.867956125,0.021128511061396966,41.07985283382353,34.75937476641385
Overture - Global,airline ticket to france,Advanced,Unassigned,Unassigned,france,7.5,43,36.76249955,825,1.79163636363636,1274.15,1,0.85494185,0.023255813953488372,36.76249955,0.052121212121212124,34.65895996182338,0.0012121212121212121,0.052121212121212124,0.85494185,0.023255813953488372,36.76249955,34.65895996182338
Google - US,paris airfare,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,6.25,24,44.5125,194,1.71087628865979,1530.0,1,1.8546875,0.041666666666666664,44.5125,0.12371134020618557,34.372367312552655,0.005154639175257732,0.12371134020618557,1.8546875,0.041666666666666664,44.5125,34.372367312552655
